date,open,high,low,close,volume
2019-11-05T00:00:00.000Z,20.25,20.25,20.25,20.25,1
2019-11-06T00:00:00.000Z,20.03,20.03,20.03,20.03,2
2019-11-07T00:00:00.000Z,20.01,20.01,20.01,20.01,3
2019-11-08T00:00:00.000Z,20.52,20.52,20.52,20.52,0.0
2019-11-11T00:00:00.000Z,20.45,20.45,20.45,20.45,0.0
2019-11-12T00:00:00.000Z,20.5,20.5,20.5,20.5,0.0
2019-11-13T00:00:00.000Z,20.53,20.53,20.53,20.53,0.0
2019-11-14T00:00:00.000Z,20.44,20.44,20.44,20.44,0.0
2019-11-15T00:00:00.000Z,20.7,20.7,20.7,20.7,0.0
2019-11-18T00:00:00.000Z,20.79,20.79,20.79,20.79,0.0
2019-11-19T00:00:00.000Z,21.26,21.26,21.26,21.26,0.0
2019-11-20T00:00:00.000Z,21.36,21.36,21.36,21.36,0.0
2019-11-21T00:00:00.000Z,21.33,99.99,21.33,21.33,0.0
2019-11-22T00:00:00.000Z,21.43,21.43,21.43,21.43,0.0
2019-11-25T00:00:00.000Z,22.04,22.04,22.04,22.04,0.0
2019-11-26T00:00:00.000Z,22.17,22.17,22.17,22.17,0.0
2019-11-27T00:00:00.000Z,22.41,22.41,22.41,22.41,0.0
2019-11-29T00:00:00.000Z,22.47,22.47,22.47,22.47,0.0
2019-12-02T00:00:00.000Z,22.29,22.29,22.29,22.29,0.0
2019-12-03T00:00:00.000Z,22.44,22.44,22.44,22.44,0.0
2019-12-04T00:00:00.000Z,22.74,22.74,22.74,22.74,0.0
2019-12-05T00:00:00.000Z,22.37,22.37,22.37,22.37,0.0
2019-12-06T00:00:00.000Z,22.61,22.61,22.61,22.61,0.0
2019-12-09T00:00:00.000Z,22.5,22.5,22.5,22.5,0.0
2019-12-10T00:00:00.000Z,22.75,22.75,22.75,22.75,0.0
2019-12-11T00:00:00.000Z,22.61,22.61,22.61,22.61,0.0
2019-12-12T00:00:00.000Z,22.81,22.81,22.81,22.81,0.0
2019-12-13T00:00:00.000Z,22.89,22.89,22.89,22.89,0.0
2019-12-16T00:00:00.000Z,23.17,23.17,23.17,23.17,0.0
2019-12-17T00:00:00.000Z,23.22,23.22,23.22,23.22,0.0
2019-12-18T00:00:00.000Z,23.08,23.08,23.08,23.08,0.0
2019-12-19T00:00:00.000Z,23.19,23.19,23.19,23.19,0.0
2019-12-20T00:00:00.000Z,22.19,22.19,11.11,22.19,0.0
2019-12-23T00:00:00.000Z,22.48,22.48,22.48,22.48,0.0
2019-12-24T00:00:00.000Z,22.64,22.64,22.64,22.64,0.0
2019-12-26T00:00:00.000Z,22.55,22.55,22.55,22.55,0.0
2019-12-27T00:00:00.000Z,22.26,22.26,22.26,22.26,0.0
2019-12-30T00:00:00.000Z,22.0,22.0,22.0,22.0,0.0
2019-12-31T00:00:00.000Z,22.09,22.09,22.09,22.09,0.0
2020-01-02T00:00:00.000Z,21.99,21.99,21.99,21.99,0.0
